ID,Age,Experience,Income,Pincode,Family,CCAvg,Education,Mortgage,Loanapproved,SecuritiesAccount,CDAccount,Online,CreditCard
2584,40yrs,21,32.41,676913,0,0.54,Bachelors,11.89,1,0,1,0,1
2585,61yrs 5 months,42,8.69,998130,5,0.16,Bachelors,6.8,0,1,0,0,0
2586,55yrs,n/a,n/a,497655,2,0.05,Bachelors,0.0,0,1,0,1,0
2587,33yrs 5 months,11,unemployed,933014,1,0.05,Bachelors,0.0,0,1,1,0,1
2588,62yrs,n/a,7.91,826370,12,0.17,Post Graduate,2.17,1,0,0,1,0
2589,23yrs,1,15.5,929032,0,0.16,12th or less,2.98,1,0,1,1,0
2590,53yrs 3 months,35,24.0,568862,4,0.21,Post Graduate,25.84,1,1,1,0,0
2591,62,44,44.87,395977,0,0.42,Post Graduate,18.26,1,n/a,0,0,1
2592,62yrs 9 months,n/a,31.18,184168,4,0.44,Post Graduate,28.08,1,1,0,1,1
2593,64yrs,42,37.72,605983,3,0.91,Bachelors,31.8,1,0,1,0,1
2594,22yrs 5 months,0,8.6,560920,0,0.16,Bachelors,3.98,1,0,0,0,0
2595,42,20,unemployed,747715,2,0.05,Post Graduate,0.0,0,0,0,1,0
2596,61yrs 7 months,43,20.79,629063,0,0.12,Post Graduate,11.46,1,0,0,0,0
2597,24yrs 2 months,3,15.72,141502,4,0.16,Bachelors,12.4,1,0,0,0,0
2598,60yrs 2 months,42,48.82,309655,5,0.59,Post Graduate,15.4,1,n/a,1,0,0
2599,59yrs,40,25.64,848698,2,0.79,Bachelors,28.35,0,1,0,0,1
2600,49yrs,29,15.48,159574,1,0.19,Bachelors,8.58,1,1,0,1,1
2601,50yrs,32,n/a,909698,2,0.05,Post Graduate,0.0,0,0,0,0,1
2602,34,16,28.04,330115,1,0.83,12th or less,26.52,1,0,1,0,0
2603,22yrs 7 months,4,59.16,329654,4,0.84,12th or less,53.33,1,0,1,0,1
2604,36,17,17.89,628145,3,0.47,Post Graduate,8.12,1,1,0,1,0
2605,32,12,19.92,409067,3,0.23,12th or less,5.82,0,1,1,1,0
2606,61yrs,41,8.04,800327,2,0.21,12th or less,2.77,1,1,0,1,1
2607,59,39,18.57,507966,5,0.08,Post Graduate,18.18,1,1,1,0,0
2608,63,42,17.16,170332,0,0.53,Post Graduate,15.16,1,1,0,1,0
2609,58yrs,40,61.87,532640,4,0.81,Post Graduate,76.88,1,1,0,1,0
2610,51,33,29.92,208591,1,0.95,Post Graduate,16.22,0,1,0,0,1
2611,65yrs,46,Rs 9 lacs,753695,0,0.05,12th or less,0.0,1,1,1,1,0
2612,61,41,29.55,575177,3,0.95,Bachelors,27.57,0,0,1,0,0
2613,52yrs 6 months,30,29.55,432784,5,0.41,12th or less,22.58,1,0,1,0,0
2614,53,32,32.9,684473,4,0.41,12th or less,61.676,1,n/a,1,1,0
2615,34,16,27.16,392810,4,0.45,12th or less,24.89,1,0,0,0,1
2616,32yrs 2 months,11,37.01,474506,5,1.13,Bachelors,35.16,1,0,0,1,1
2617,65yrs,44,23.31,946635,1,0.76,12th or less,3.54,1,1,0,0,0
2618,38yrs 10 months,16,n/a,452895,3,0.05,12th or less,0.0,0,1,0,1,1
2619,55,36,10.24,102828,4,0.14,Post Graduate,6.3,0,0,1,0,1
2620,29,9,28.05,320120,2,0.89,Bachelors,30.0,1,1,0,0,1
2621,46,28,32.71,613962,1,0.94,12th or less,38.73,1,n/a,0,0,1
2622,32yrs,11,15.34,334774,0,0.15,Post Graduate,7.79,1,1,0,1,0
2623,31,9,17.09,926880,4,0.15,12th or less,19.55,1,1,1,0,1
2624,25yrs 4 months,7,37.92,140609,1,0.56,12th or less,34.08,1,0,0,1,0
2625,28yrs,9,unemployed,165351,4,0.05,12th or less,0.0,1,0,1,1,1
2626,53,33,29.86,118070,4,0.49,12th or less,12.0,1,1,1,1,1
2627,61yrs,43,12.97,345373,1,0.15,Post Graduate,4.38,0,0,1,0,1
2628,33,13,38.71,226837,5,0.73,Bachelors,39.72,0,1,1,0,1
2629,29yrs,11,Rs 47 lacs,981478,5,0.05,Bachelors,0.0,1,0,1,1,0
2630,62yrs 1 months,42,26.47,808388,5,0.53,Bachelors,14.7,1,1,1,0,0
2631,56yrs,38,n/a,200930,1,0.05,12th or less,0.0,0,0,0,1,1
2632,29,7,26.85,293593,1,0.64,Post Graduate,19.91,0,1,1,0,0
2633,46yrs,28,33.51,765612,5,0.19,12th or less,20.93,1,0,0,1,0
2634,63yrs 10 months,n/a,35.36,996062,2,0.26,12th or less,39.98,1,0,1,0,0
2635,40,21,22.98,599265,3,0.18,12th or less,17.37,1,0,0,0,1
2636,48,30,23.53,930380,4,0.19,Bachelors,4.91,1,1,1,0,0
2637,44,,24.66,655788,3,0.71,Bachelors,10.66,1,1,1,1,1
2638,21yrs 11 months,0,n/a,460564,1,0.05,12th or less,0.0,0,1,0,0,0
2639,45yrs,26,29.01,236721,0,0.62,Post Graduate,19.64,0,1,1,0,0
2640,31yrs,10,unemployed,401601,4,0.05,12th or less,0.0,0,1,1,1,0
2641,25yrs 5 months,4,38.99,186994,5,1.03,12th or less,12.08,1,0,1,0,0
2642,34yrs,15,19.35,797534,1,0.31,Bachelors,3.58,1,1,1,1,1
2643,38yrs,16,7.14,894414,4,0.59,Post Graduate,1.64,0,0,1,0,0
2644,41yrs,n/a,7.95,503240,2,0.19,Post Graduate,7.27,1,1,0,1,1
2645,57yrs 11 months,36,17.62,805434,4,0.08,Bachelors,14.69,1,1,1,0,1
2646,25,6,22.38,871034,2,0.49,12th or less,12.68,1,1,0,0,1
2647,34yrs 1 months,16,38.74,327978,3,1.28,12th or less,13.15,1,0,0,1,0
2648,55yrs,35,51.9,908234,1,0.24,12th or less,54.48,1,0,1,0,0
2649,29yrs 9 months,7,28.6,340943,3,0.9,Bachelors,30.02,1,1,0,0,1
2650,31yrs 8 months,12,16.38,165493,1,0.5,Post Graduate,5.78,1,1,1,1,1
2651,24,3,15.32,133693,1,0.26,Bachelors,17.93,1,0,0,1,1
2652,28yrs,10,27.53,377824,3,0.24,Post Graduate,27.61,1,1,1,1,0
2653,57yrs 5 months,37,18.69,276604,5,0.62,12th or less,11.42,0,0,0,0,0
2654,48,,10.67,762433,0,0.21,Post Graduate,5.15,1,0,1,0,0
2655,34,12,18.43,654456,4,0.18,12th or less,21.7,1,1,1,1,1
2656,65yrs,46,29.9,643235,1,0.73,Post Graduate,37.96,1,1,1,1,1
2657,22yrs 4 months,0,12.94,781453,5,0.07,12th or less,6.79,1,0,1,1,1
2658,49yrs,31,69.0,665347,1,1.06,Bachelors,68.11,1,1,1,0,1
2659,40yrs 3 months,20,17.21,892841,4,0.18,Post Graduate,10.35,1,1,0,1,1
2660,58yrs,,31.23,669102,4,0.5,Bachelors,14.12,0,1,0,1,0
2661,65yrs,44,Rs 21 lacs,417737,4,0.05,Bachelors,0.0,1,1,0,0,0
2662,26yrs,7,22.26,681026,2,0.28,Bachelors,6.4,1,1,0,0,0
2663,32yrs,14,5.17,269965,3,0.05,12th or less,6.64,1,1,1,1,0
2664,36,18,11.27,325960,5,0.33,Bachelors,2.35,1,n/a,1,1,0
2665,22yrs,0,18.68,171254,5,0.24,Post Graduate,22.11,0,0,1,1,1
2666,60yrs,,24.65,993562,4,0.79,Bachelors,28.27,0,1,1,1,0
2667,25yrs 9 months,7,15.59,169985,12,0.51,12th or less,10.31,1,1,1,1,0
2668,40yrs,22,35.98,909575,4,1.04,Post Graduate,30.89,1,1,1,1,0
2669,32,10,27.71,444286,2,0.18,Post Graduate,23.91,1,0,1,1,0
2670,36,14,35.92,969546,1,0.41,Post Graduate,32.57,0,1,0,0,0
2671,50yrs 8 months,28,26.53,855864,4,0.35,12th or less,11.98,1,0,0,0,1
2672,40yrs,,18.61,680999,5,0.33,12th or less,6.13,1,1,1,1,1
2673,41yrs 8 months,,23.04,181283,5,0.66,12th or less,24.18,0,0,0,1,1
2674,26yrs,4,42.32,110952,0,0.91,Bachelors,39.9,1,n/a,0,0,0
2675,29yrs,7,12.36,861095,0,0.12,Post Graduate,8.87,1,0,0,0,0
2676,23yrs,1,32.47,433178,10,0.41,Bachelors,6.9,0,0,1,0,1
2677,40,21,13.8,544538,1,0.1,12th or less,11.7,1,1,0,1,1
2678,53yrs,34,22.49,468577,5,0.1,12th or less,3.87,1,0,1,1,1
2679,57yrs 11 months,36,n/a,811099,0,0.05,Bachelors,0.0,1,1,0,0,1
2680,37yrs,,11.36,857871,4,0.25,Bachelors,8.89,1,0,0,0,0
2681,61,41,51.98,468314,4,1.41,12th or less,37.77,1,1,1,1,0
2682,35yrs,n/a,42.94,320753,5,0.84,Post Graduate,18.76,1,0,1,0,1
2683,39,21,31.78,845290,1,0.69,Post Graduate,36.07,0,1,0,0,1
2684,33yrs 4 months,12,60.17,337768,1,1.51,Post Graduate,39.64,1,0,1,0,1
2685,43yrs 7 months,24,20.64,795330,0,0.21,Post Graduate,20.75,1,0,1,1,1
2686,64yrs 1 months,42,13.78,160035,1,0.22,Bachelors,11.01,0,1,0,0,0
2687,44,23,38.05,667641,5,0.53,Bachelors,36.4,1,0,0,1,1
2688,44yrs,24,10.32,731030,5,0.1,12th or less,11.49,1,0,1,1,0
2689,47yrs,27,35.08,231652,4,0.34,Post Graduate,27.5,1,0,0,0,1
2690,43,25,Rs 9 lacs,797238,4,0.05,12th or less,0.0,0,n/a,1,1,1
2691,32,12,56.53,624030,3,0.25,Bachelors,26.29,1,0,1,1,0
2692,31yrs,12,21.85,690950,5,0.23,Bachelors,21.18,1,1,1,0,1
2693,28,8,60.22,821177,4,1.71,Post Graduate,32.02,1,0,0,1,0
2694,44yrs,23,10.8,158825,3,0.35,Bachelors,9.69,0,0,0,1,1
2695,61yrs 11 months,41,22.45,867262,1,0.63,12th or less,17.06,1,0,0,0,1
2696,30yrs,9,37.34,230904,0,1.18,12th or less,25.79,1,n/a,0,1,1
2697,44yrs,23,12.13,841596,5,0.34,12th or less,10.11,0,0,1,1,0
2698,31yrs 3 months,9,24.52,181113,3,0.68,Bachelors,4.35,0,1,0,0,0
2699,53,34,25.8,568026,1,0.63,Bachelors,5.31,0,1,1,1,1
2700,49,31,Rs 22 lacs,450446,4,0.05,Bachelors,0.0,1,1,1,1,1
2701,33,12,10.09,726541,5,0.11,12th or less,8.32,1,0,1,0,1
2702,48yrs,26,36.9,997342,5,0.45,Post Graduate,26.6,1,1,1,1,0
2703,25yrs,5,75.01,325722,3,1.13,Bachelors,16.28,1,1,0,1,1
2704,37,17,8.24,671248,0,0.12,Bachelors,7.19,0,1,0,1,0
2705,56,38,38.27,474943,3,0.4,Post Graduate,16.02,1,n/a,0,1,1
2706,40yrs 10 months,21,9.18,469206,1,0.24,Bachelors,5.5,0,0,1,1,0
2707,24yrs 11 months,5,4.68,304348,5,0.08,12th or less,5.64,1,0,1,1,0
2708,48,27,38.44,575920,5,0.57,Bachelors,11.12,1,1,0,0,1
2709,36yrs,n/a,9.35,274361,3,0.11,Bachelors,4.41,0,0,1,0,0
2710,59yrs 9 months,n/a,20.29,804875,1,0.41,12th or less,20.1,0,0,0,1,1
2711,50yrs,31,14.04,399412,5,0.19,Bachelors,12.04,1,0,1,0,1
2712,50,31,25.35,334490,3,0.24,Post Graduate,32.05,1,1,0,0,0
2713,40yrs 7 months,22,10.43,716835,0,0.08,Bachelors,1.58,1,0,0,0,1
2714,52yrs,34,25.63,915205,2,0.63,12th or less,19.54,0,1,1,1,1
2715,46yrs 6 months,26,unemployed,747602,3,0.05,Post Graduate,0.0,1,0,1,0,1
2716,23,5,28.75,876741,3,0.47,Post Graduate,14.63,1,0,1,1,1
2717,54,35,Rs 21 lacs,978749,0,0.05,Post Graduate,0.0,0,0,1,0,0
2718,30,11,17.68,824640,2,0.11,Bachelors,13.79,1,1,0,1,0
2719,57yrs,36,14.06,355493,4,0.28,Bachelors,17.48,1,0,0,0,1
2720,37yrs,19,25.33,136045,3,0.57,Bachelors,11.77,0,1,0,1,0
2721,64yrs,45,25.0,458632,1,0.44,Bachelors,19.72,1,0,0,1,0
2722,50yrs,31,unemployed,369605,4,0.05,12th or less,0.0,1,1,0,0,0
2723,48,n/a,n/a,766022,4,0.05,Bachelors,0.0,0,0,0,0,1
2724,43yrs 3 months,21,16.1,110947,3,0.53,Post Graduate,12.28,0,1,0,0,0
2725,33yrs,,14.55,821672,0,0.12,Bachelors,18.4,1,1,1,0,1
2726,45,24,11.53,321192,0,0.28,Post Graduate,4.44,1,1,0,0,0
2727,63,45,17.46,896139,5,0.54,Post Graduate,11.07,0,1,1,0,0
2728,38,18,28.86,785710,0,0.46,Bachelors,25.22,1,1,1,1,1
2729,48,29,24.67,734302,4,0.47,Bachelors,14.12,0,1,1,1,0
2730,55yrs,36,31.32,643989,0,0.37,Post Graduate,37.07,1,1,1,0,1
2731,22yrs,1,17.51,492878,5,0.33,Post Graduate,9.08,1,0,1,1,1
2732,25,3,38.47,845965,4,0.46,Post Graduate,28.88,1,1,1,0,0
2733,38yrs,18,19.99,292865,2,0.3,Bachelors,12.89,0,0,1,1,1
2734,64yrs,44,21.05,745202,0,0.24,Bachelors,20.12,1,1,1,0,0
2735,57yrs 11 months,35,n/a,791906,5,0.05,Bachelors,0.0,1,0,1,0,0
2736,64,,68.3,509722,10,2.07,12th or less,38.07,1,1,1,1,1
2737,54,33,7.89,187833,3,0.11,Post Graduate,3.49,0,0,0,0,0
2738,31yrs,13,8.67,709152,5,0.14,Bachelors,3.75,1,1,1,1,1
2739,55yrs 2 months,34,5.42,651266,1,0.05,Bachelors,6.12,1,1,0,1,0
2740,45,26,37.7,260965,0,0.75,Bachelors,38.99,1,0,1,0,0
2741,49yrs 8 months,31,8.02,372032,3,0.06,12th or less,7.14,1,0,1,1,1
2742,21,3,Rs 11 lacs,179912,5,0.05,Bachelors,0.0,1,0,1,0,0
2743,57yrs,39,8.05,680733,2,0.05,12th or less,2.38,0,0,1,0,1
2744,32yrs,14,24.19,805051,3,0.68,Post Graduate,13.58,0,0,0,0,1
2745,65yrs 6 months,47,36.24,876500,3,0.63,12th or less,12.23,1,0,1,1,1
2746,58yrs 9 months,38,25.29,784391,1,0.63,12th or less,5.48,1,1,1,1,0
2747,25yrs,5,38.18,809299,4,0.33,Post Graduate,18.08,1,1,0,0,0
2748,44,,16.38,620532,0,0.12,Post Graduate,6.99,1,1,1,1,1
2749,41,22,36.75,143915,4,1.17,12th or less,43.48,1,0,1,1,1
2750,21yrs 8 months,2,n/a,653472,5,0.05,12th or less,0.0,1,0,0,1,1
2751,44,23,23.95,518524,2,0.68,Bachelors,14.69,0,0,0,1,1
2752,40,19,27.3,793593,0,0.4,Bachelors,15.6,1,0,0,1,0
2753,36yrs 5 months,18,21.19,681142,0,0.13,Bachelors,23.67,1,0,0,0,1
2754,32,14,16.82,715410,5,0.43,Bachelors,10.46,1,1,1,0,1
2755,46yrs 9 months,26,30.46,530736,4,0.54,Bachelors,10.52,1,0,0,0,1
2756,26,8,37.68,833974,3,0.4,Bachelors,34.25,1,0,1,0,1
2757,39yrs 9 months,19,6.01,375544,4,0.05,Bachelors,6.02,1,1,0,0,0
2758,24yrs 2 months,5,17.34,458055,3,0.16,Post Graduate,2.96,0,1,1,1,1
2759,25yrs 6 months,4,22.38,340032,5,0.69,Bachelors,22.46,0,1,0,1,0
2760,63yrs 3 months,42,21.33,774612,1,0.31,12th or less,12.82,1,0,0,1,1
2761,46,26,37.07,868818,1,0.42,12th or less,33.73,1,1,0,1,1
2762,60,38,27.88,698457,3,0.57,Post Graduate,16.3,1,1,1,1,0
2763,51,31,14.84,810067,0,0.47,Bachelors,2.94,0,0,1,0,1
2764,38,18,12.88,453749,4,0.12,12th or less,2.93,1,0,1,0,1
2765,29yrs 9 months,,141.97,479865,3,3.16,Post Graduate,151.17,1,1,1,0,0
2766,54,34,12.68,244748,3,0.55,Bachelors,3.71,1,0,0,0,1
2767,51,32,42.48,601114,4,1.09,Bachelors,54.05,0,1,1,1,0
2768,59,37,21.37,307012,2,0.13,12th or less,5.51,1,1,1,1,0
2769,37,18,75.22,662796,0,0.34,Bachelors,74.15,1,1,1,1,0
2770,56,34,7.0,708381,4,0.17,Post Graduate,8.31,0,1,0,1,0
2771,57,35,23.02,939660,0,0.57,12th or less,27.84,1,1,0,0,1
2772,29yrs,n/a,20.09,858456,0,0.28,Bachelors,15.28,1,1,0,1,0
2773,56yrs 1 months,37,37.25,507124,10,0.98,Bachelors,36.99,1,0,0,1,0
2774,63,44,Rs 10 lacs,585441,4,0.05,Post Graduate,0.0,0,0,1,1,0
2775,27yrs 2 months,7,6.59,449017,4,0.11,Bachelors,7.63,1,0,1,0,0
2776,22,2,26.13,457682,0,0.68,12th or less,28.36,0,1,1,0,0
2777,22yrs 8 months,3,31.19,995201,1,0.69,12th or less,35.9,0,1,1,1,0
2778,41,19,24.63,185672,5,0.23,Bachelors,24.24,1,0,1,0,1
2779,61yrs,43,21.21,253225,0,0.53,Post Graduate,10.06,1,0,0,0,0
2780,32yrs,12,31.54,397502,5,0.75,Bachelors,39.91,1,0,0,0,1
2781,32yrs,11,Rs 18 lacs,321388,5,0.05,12th or less,0.0,0,n/a,0,1,0
2782,62,42,29.0,199042,2,4.3,12th or less,19.35,1,1,0,0,1
2783,24yrs 2 months,2,10.8,949687,2,0.31,Bachelors,8.08,1,1,1,1,1
2784,56yrs,36,unemployed,361372,2,0.05,12th or less,0.0,1,1,0,0,1
2785,59,41,28.25,878468,3,0.51,Post Graduate,8.37,1,1,0,0,0
2786,25,4,30.61,495589,4,0.13,Bachelors,12.11,1,0,1,1,0
2787,46yrs 6 months,,22.24,346835,3,0.51,Bachelors,10.27,1,0,0,1,1
2788,52,33,18.47,932402,0,0.5,Bachelors,3.54,1,1,1,0,0
2789,34yrs 1 months,13,25.41,542145,2,0.62,Bachelors,11.1,1,1,0,0,0
2790,33,12,26.31,983262,0,0.37,Bachelors,30.54,1,0,1,1,0
2791,44,22,15.61,385298,3,0.17,Post Graduate,3.22,1,1,1,0,1
2792,38yrs,19,21.93,690439,5,0.67,Post Graduate,21.08,1,1,0,0,1
2793,33yrs,15,18.0,117874,3,0.3,12th or less,21.54,1,1,0,1,1
2794,52,33,Rs 19 lacs,856872,5,0.05,Post Graduate,0.0,1,0,0,0,0
2795,60,39,19.9,300896,0,0.39,Post Graduate,3.32,1,0,1,0,1
2796,44,25,13.94,560853,4,0.45,12th or less,6.77,1,1,1,1,0
2797,38,20,15.34,767951,0,0.36,Bachelors,5.33,0,0,0,1,0
2798,34,15,17.17,320596,5,0.11,Post Graduate,17.06,1,0,1,0,1
2799,52yrs 2 months,30,34.9,339171,5,0.86,Bachelors,31.73,1,0,1,1,0
2800,46,27,42.07,824317,5,0.77,12th or less,8.34,1,0,0,0,0
2801,25,6,33.45,170256,5,0.58,Post Graduate,40.09,1,1,0,0,0
2802,22,2,13.17,559851,2,0.07,Post Graduate,9.3,1,0,1,0,0
2803,52yrs 10 months,32,67.32,656924,3,2.18,Bachelors,13.61,1,1,0,1,1
2804,22yrs 4 months,2,unemployed,537711,4,0.05,12th or less,0.0,1,1,1,0,1
2805,61,,68.39,591234,1,2.02,Bachelors,24.23,1,0,0,0,1
2806,27yrs,6,19.21,324270,5,0.18,Bachelors,11.63,1,1,1,0,1
2807,35,17,106.66,825274,2,3.05,12th or less,54.93,1,0,1,1,1
2808,59,41,unemployed,544862,0,0.05,Post Graduate,0.0,0,0,0,1,0
2809,60yrs,39,13.79,921492,0,0.25,Post Graduate,10.76,0,0,1,1,1
2810,50,32,40.91,345698,1,0.73,12th or less,27.15,1,1,1,1,0
2811,43yrs 5 months,25,39.57,945376,5,0.89,Post Graduate,24.0,1,0,1,0,0
2812,47yrs,28,19.29,482215,2,0.21,12th or less,20.37,0,1,0,0,0
2813,33,12,13.89,380683,1,0.4,Bachelors,8.71,1,0,0,1,1
2814,48yrs,,9.74,301779,3,0.31,12th or less,3.04,0,0,0,0,1
2815,47yrs 9 months,26,16.19,508599,2,0.52,12th or less,6.85,1,1,1,0,0
2816,50,32,9.04,482012,0,0.19,Post Graduate,2.92,0,1,0,0,0
2817,22,n/a,14.19,846041,5,0.13,Bachelors,12.48,0,1,0,1,1
2818,50,28,57.96,340018,3,1.53,12th or less,42.45,1,0,1,1,1
2819,23yrs 11 months,1,32.36,239747,1,0.76,Post Graduate,12.75,1,1,1,1,1
2820,42,21,14.99,184481,3,0.43,Bachelors,4.51,1,0,1,1,0
2821,49yrs,30,25.86,232460,2,0.12,Post Graduate,10.41,1,0,0,1,0
2822,34,14,47.38,353952,4,0.41,Bachelors,45.16,1,1,0,0,1
2823,65,47,16.71,879592,1,0.19,Bachelors,14.56,0,1,0,0,0
2824,35,15,14.8,816405,1,0.39,12th or less,18.1,1,0,0,1,0
2825,34,16,20.47,458834,3,0.29,Post Graduate,5.54,1,1,0,1,0
2826,54yrs,n/a,35.66,645207,3,0.44,12th or less,23.6,1,1,1,1,0
2827,23yrs 2 months,3,13.8,538598,5,0.16,Bachelors,4.65,1,n/a,1,1,1
2828,64yrs 5 months,45,unemployed,933188,2,0.05,Bachelors,0.0,1,0,1,1,0
2829,37,16,33.98,475724,1,0.87,Bachelors,30.83,1,1,0,0,0
2830,55,,21.41,171617,3,0.43,12th or less,26.7,1,1,1,0,1
2831,53yrs,33,27.1,153969,3,0.87,Bachelors,28.6,0,1,1,0,0
2832,57yrs 8 months,38,41.15,305910,2,1.17,Post Graduate,47.88,0,0,0,0,0
2833,53,32,42.2,709884,0,1.25,12th or less,54.3,1,0,1,1,0
2834,43,22,Rs 12 lacs,888240,0,0.05,Post Graduate,0.0,1,0,1,1,0
2835,48,30,19.28,318635,2,0.19,Bachelors,22.75,1,0,1,0,1
2836,37,18,47.6,809492,0,0.36,12th or less,45.32,1,1,1,1,1
2837,32,10,34.95,838421,2,0.23,Bachelors,37.71,1,1,1,0,1
2838,29yrs,7,8.18,125519,4,0.16,Bachelors,5.28,0,0,0,0,1
2839,29,8,18.07,266490,2,0.18,12th or less,7.2,1,0,0,0,0
2840,31yrs,13,5.0,170881,5,0.16,Bachelors,3.32,1,1,0,0,0
2841,50yrs,31,unemployed,156370,2,0.05,Post Graduate,0.0,1,1,0,1,0
2842,38yrs 6 months,,27.67,967070,2,0.88,Bachelors,16.13,1,1,1,1,0
2843,37,16,31.13,220121,2,0.39,Post Graduate,37.5,1,0,0,1,1
2844,38yrs 1 months,19,17.65,732060,0,0.16,12th or less,3.87,1,1,0,1,1
2845,57yrs,36,15.23,423373,0,0.16,Bachelors,19.23,1,0,0,1,0
2846,34yrs 9 months,14,Rs 29 lacs,598845,3,0.05,12th or less,0.0,0,1,0,1,1
2847,35,13,21.61,452975,4,0.32,Bachelors,9.52,1,0,1,1,1
2848,21,3,51.26,947189,1,0.79,12th or less,59.35,1,0,0,0,0
2849,28yrs 4 months,9,14.96,393186,3,0.45,12th or less,18.04,0,0,1,0,1
2850,31yrs 2 months,11,43.42,644847,4,2.2,12th or less,35.04,1,1,1,0,1
2851,48,28,22.02,864231,3,0.43,Post Graduate,10.68,1,0,1,0,1
2852,53,34,n/a,743237,1,0.05,12th or less,0.0,1,1,0,0,0
2853,57yrs,36,26.75,939131,12,0.57,Bachelors,18.92,1,0,1,1,1
2854,30,9,43.71,812505,0,0.34,Bachelors,12.07,0,1,0,1,0
2855,24,3,15.04,820284,2,0.28,Bachelors,7.31,1,0,0,0,0
2856,41yrs 10 months,,19.79,641387,0,0.38,12th or less,16.39,0,1,0,1,0
2857,34yrs,14,8.15,609337,3,0.12,12th or less,9.96,0,0,1,0,0
2858,36,15,35.35,687045,0,0.84,Bachelors,8.54,1,0,1,0,1
2859,29,,unemployed,756333,2,0.05,12th or less,0.0,0,0,1,0,0
2860,61yrs,41,17.73,455127,0,0.36,Post Graduate,5.39,1,0,1,1,0
2861,61,40,7.21,898296,5,0.1,Bachelors,3.46,1,1,1,0,1
2862,22yrs,1,n/a,270171,4,0.05,12th or less,0.0,1,0,0,1,1
2863,51yrs,32,14.83,309952,3,0.16,12th or less,18.78,1,1,0,0,0
2864,53yrs 2 months,33,Rs 14 lacs,362457,2,0.05,Bachelors,0.0,1,1,0,0,0
2865,57yrs,,33.12,812317,10,0.28,12th or less,36.75,1,0,0,0,1
2866,33,13,21.2,373196,3,0.68,Bachelors,14.14,1,1,1,1,0
2867,45,27,Rs 13 lacs,780465,2,0.05,12th or less,0.0,1,1,0,0,1
2868,22,2,19.4,579032,0,0.62,12th or less,3.36,1,1,0,1,1
2869,54,32,21.7,246703,2,0.53,Bachelors,21.19,1,0,1,0,1
2870,51,31,68.3,348636,3,1.54,Post Graduate,82.51,1,0,1,0,1
2871,60yrs 9 months,38,12.76,262097,4,0.4,Bachelors,11.88,0,0,1,1,0
2872,62yrs 3 months,42,9.49,663613,3,0.19,Post Graduate,7.25,1,0,0,1,1
2873,65,46,29.85,467683,4,0.93,Bachelors,26.67,1,0,0,1,0
2874,48yrs 1 months,26,58.11,464297,0,1.53,Bachelors,21.95,1,0,0,0,1
2875,49,31,38.38,292981,2,0.18,Post Graduate,14.45,1,1,0,1,0
2876,50yrs,30,28.56,278852,1,5.26,Bachelors,28.05,1,1,0,0,1
2877,53,34,31.5,234521,0,0.61,12th or less,36.35,1,1,0,0,1
2878,38,n/a,115.44,941640,0,0.62,Post Graduate,75.05,1,1,1,0,1
2879,29yrs,7,51.42,188442,3,0.49,Post Graduate,11.35,1,0,1,0,1
2880,56yrs 7 months,35,unemployed,620261,4,0.05,12th or less,0.0,1,n/a,1,1,0
2881,59,n/a,n/a,867018,0,0.05,Bachelors,0.0,0,0,1,0,1
2882,55yrs,33,17.76,481852,2,0.39,12th or less,4.25,1,1,1,1,0
2883,48,30,unemployed,361720,4,0.05,Post Graduate,0.0,1,1,1,1,0
2884,49yrs,31,17.77,771194,1,0.24,Bachelors,6.13,1,0,1,0,1
2885,29,9,14.79,456358,4,0.25,12th or less,11.32,0,1,1,0,1
2886,33,14,23.5,810523,3,0.44,Post Graduate,29.307999999999996,0,1,1,0,1
2887,33yrs 6 months,14,22.42,341747,5,0.41,Bachelors,22.83,0,1,1,1,1
2888,58yrs,36,unemployed,328733,5,0.05,12th or less,0.0,0,1,0,1,1
2889,55yrs,33,15.27,399973,0,0.47,Bachelors,4.41,1,0,0,1,0
2890,47,29,22.12,804951,3,0.31,12th or less,4.16,1,0,1,0,0
2891,51,32,Rs 34 lacs,575129,3,0.05,Post Graduate,0.0,1,0,1,1,0
2892,33yrs 11 months,15,14.46,747627,3,0.32,Bachelors,4.6,1,1,1,1,1
2893,40yrs 8 months,19,20.38,419272,2,0.27,Bachelors,19.39,1,0,0,0,0
2894,58yrs 6 months,39,20.37,771761,3,0.16,Bachelors,11.66,1,0,1,0,0
2895,48yrs 6 months,29,19.19,170208,5,0.3,Bachelors,7.46,1,0,1,0,0
2896,61,42,Rs 9 lacs,515911,2,0.05,12th or less,0.0,0,1,1,1,1
2897,59yrs 5 months,41,35.04,282520,0,0.37,Bachelors,26.71,1,1,1,0,1
2898,62yrs,,17.13,651057,2,0.37,12th or less,2.99,0,1,1,0,0
2899,60,40,57.93,216301,2,0.75,Bachelors,44.56,1,0,1,0,1
2900,30,10,33.57,409199,4,0.85,Bachelors,30.9,1,0,1,1,0
2901,57,39,48.75,386753,0,0.36,Post Graduate,58.07,1,0,0,1,1
2902,21,0,11.11,298338,3,0.1,12th or less,9.43,0,1,0,0,0
2903,22,3,46.61,799166,4,0.66,Post Graduate,20.7,1,1,1,1,0
2904,21,2,8.34,430362,4,0.09,12th or less,8.126,0,0,0,0,1
2905,47yrs,25,21.52,287459,0,0.67,12th or less,25.49,1,1,1,0,0
