sentence,abbreviation,expansion
Clinicians discussed pump and revascularization when referring to CABG.,CABG,Coronary Artery Bypass Graft
CABG related findings such as revascularization plus sternotomy were documented.,CABG,Coronary Artery Bypass Graft
pump was noted near the CABG context along with graft.,CABG,Coronary Artery Bypass Graft
The CABG indicated graft and pump during evaluation.,CABG,Coronary Artery Bypass Graft
Assessment showed graft; CABG signified presence of pump.,CABG,Coronary Artery Bypass Graft
Clinicians discussed pump and sternotomy when referring to CABG.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus revascularization were documented.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus revascularization were documented.,CABG,Coronary Artery Bypass Graft
Assessment showed revascularization; CABG signified presence of pump.,CABG,Coronary Artery Bypass Graft
Clinicians discussed graft and revascularization when referring to CABG.,CABG,Coronary Artery Bypass Graft
The CABG indicated revascularization and pump during evaluation.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus revascularization were documented.,CABG,Coronary Artery Bypass Graft
Clinicians discussed graft and revascularization when referring to CABG.,CABG,Coronary Artery Bypass Graft
The CABG indicated graft and sternotomy during evaluation.,CABG,Coronary Artery Bypass Graft
The CABG indicated sternotomy and revascularization during evaluation.,CABG,Coronary Artery Bypass Graft
Clinicians discussed revascularization and sternotomy when referring to CABG.,CABG,Coronary Artery Bypass Graft
Assessment showed pump; CABG signified presence of revascularization.,CABG,Coronary Artery Bypass Graft
Clinicians discussed sternotomy and pump when referring to CABG.,CABG,Coronary Artery Bypass Graft
revascularization was noted near the CABG context along with graft.,CABG,Coronary Artery Bypass Graft
Assessment showed sternotomy; CABG signified presence of graft.,CABG,Coronary Artery Bypass Graft
Assessment showed revascularization; CABG signified presence of graft.,CABG,Coronary Artery Bypass Graft
CABG related findings such as revascularization plus graft were documented.,CABG,Coronary Artery Bypass Graft
The CABG indicated revascularization and sternotomy during evaluation.,CABG,Coronary Artery Bypass Graft
CABG related findings such as graft plus revascularization were documented.,CABG,Coronary Artery Bypass Graft
The CABG indicated pump and graft during evaluation.,CABG,Coronary Artery Bypass Graft
The CABG indicated revascularization and pump during evaluation.,CABG,Coronary Artery Bypass Graft
Assessment showed pump; CABG signified presence of revascularization.,CABG,Coronary Artery Bypass Graft
revascularization was noted near the CABG context along with graft.,CABG,Coronary Artery Bypass Graft
graft was noted near the CABG context along with revascularization.,CABG,Coronary Artery Bypass Graft
Assessment showed pump; CABG signified presence of revascularization.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus graft were documented.,CABG,Coronary Artery Bypass Graft
Assessment showed sternotomy; CABG signified presence of graft.,CABG,Coronary Artery Bypass Graft
sternotomy was noted near the CABG context along with graft.,CABG,Coronary Artery Bypass Graft
graft was noted near the CABG context along with sternotomy.,CABG,Coronary Artery Bypass Graft
Assessment showed sternotomy; CABG signified presence of graft.,CABG,Coronary Artery Bypass Graft
The CABG indicated graft and revascularization during evaluation.,CABG,Coronary Artery Bypass Graft
revascularization was noted near the CABG context along with pump.,CABG,Coronary Artery Bypass Graft
CABG related findings such as revascularization plus pump were documented.,CABG,Coronary Artery Bypass Graft
Assessment showed sternotomy; CABG signified presence of pump.,CABG,Coronary Artery Bypass Graft
Clinicians discussed sternotomy and graft when referring to CABG.,CABG,Coronary Artery Bypass Graft
The CABG indicated sternotomy and pump during evaluation.,CABG,Coronary Artery Bypass Graft
CABG related findings such as sternotomy plus pump were documented.,CABG,Coronary Artery Bypass Graft
The CABG indicated graft and sternotomy during evaluation.,CABG,Coronary Artery Bypass Graft
Clinicians discussed revascularization and graft when referring to CABG.,CABG,Coronary Artery Bypass Graft
Clinicians discussed pump and sternotomy when referring to CABG.,CABG,Coronary Artery Bypass Graft
The CABG indicated revascularization and pump during evaluation.,CABG,Coronary Artery Bypass Graft
Clinicians discussed sternotomy and pump when referring to CABG.,CABG,Coronary Artery Bypass Graft
Assessment showed revascularization; CABG signified presence of graft.,CABG,Coronary Artery Bypass Graft
The CABG indicated graft and revascularization during evaluation.,CABG,Coronary Artery Bypass Graft
The CABG indicated revascularization and sternotomy during evaluation.,CABG,Coronary Artery Bypass Graft
Clinicians discussed pump and revascularization when referring to CABG.,CABG,Coronary Artery Bypass Graft
pump was noted near the CABG context along with sternotomy.,CABG,Coronary Artery Bypass Graft
CABG related findings such as graft plus pump were documented.,CABG,Coronary Artery Bypass Graft
The CABG indicated sternotomy and revascularization during evaluation.,CABG,Coronary Artery Bypass Graft
Clinicians discussed revascularization and graft when referring to CABG.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus sternotomy were documented.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus sternotomy were documented.,CABG,Coronary Artery Bypass Graft
CABG related findings such as graft plus pump were documented.,CABG,Coronary Artery Bypass Graft
graft was noted near the CABG context along with pump.,CABG,Coronary Artery Bypass Graft
The CABG indicated pump and revascularization during evaluation.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus revascularization were documented.,CABG,Coronary Artery Bypass Graft
The CABG indicated graft and revascularization during evaluation.,CABG,Coronary Artery Bypass Graft
Clinicians discussed graft and sternotomy when referring to CABG.,CABG,Coronary Artery Bypass Graft
Clinicians discussed graft and revascularization when referring to CABG.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus revascularization were documented.,CABG,Coronary Artery Bypass Graft
sternotomy was noted near the CABG context along with pump.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus sternotomy were documented.,CABG,Coronary Artery Bypass Graft
Clinicians discussed graft and revascularization when referring to CABG.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus graft were documented.,CABG,Coronary Artery Bypass Graft
CABG related findings such as graft plus sternotomy were documented.,CABG,Coronary Artery Bypass Graft
Clinicians discussed pump and revascularization when referring to CABG.,CABG,Coronary Artery Bypass Graft
The CABG indicated pump and revascularization during evaluation.,CABG,Coronary Artery Bypass Graft
Assessment showed pump; CABG signified presence of revascularization.,CABG,Coronary Artery Bypass Graft
revascularization was noted near the CABG context along with pump.,CABG,Coronary Artery Bypass Graft
Clinicians discussed graft and sternotomy when referring to CABG.,CABG,Coronary Artery Bypass Graft
pump was noted near the CABG context along with revascularization.,CABG,Coronary Artery Bypass Graft
CABG related findings such as revascularization plus sternotomy were documented.,CABG,Coronary Artery Bypass Graft
Clinicians discussed graft and revascularization when referring to CABG.,CABG,Coronary Artery Bypass Graft
Assessment showed pump; CABG signified presence of revascularization.,CABG,Coronary Artery Bypass Graft
Assessment showed sternotomy; CABG signified presence of revascularization.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus revascularization were documented.,CABG,Coronary Artery Bypass Graft
Clinicians discussed pump and graft when referring to CABG.,CABG,Coronary Artery Bypass Graft
The CABG indicated sternotomy and graft during evaluation.,CABG,Coronary Artery Bypass Graft
graft was noted near the CABG context along with sternotomy.,CABG,Coronary Artery Bypass Graft
sternotomy was noted near the CABG context along with graft.,CABG,Coronary Artery Bypass Graft
CABG related findings such as pump plus revascularization were documented.,CABG,Coronary Artery Bypass Graft
Assessment showed pump; CABG signified presence of graft.,CABG,Coronary Artery Bypass Graft
Assessment showed sternotomy; CABG signified presence of revascularization.,CABG,Coronary Artery Bypass Graft
CABG related findings such as graft plus pump were documented.,CABG,Coronary Artery Bypass Graft
Clinicians discussed pump and graft when referring to CABG.,CABG,Coronary Artery Bypass Graft
The CABG indicated revascularization and sternotomy during evaluation.,CABG,Coronary Artery Bypass Graft
Clinicians discussed revascularization and sternotomy when referring to CABG.,CABG,Coronary Artery Bypass Graft
revascularization was noted near the CABG context along with sternotomy.,CABG,Coronary Artery Bypass Graft
graft was noted near the CABG context along with pump.,CABG,Coronary Artery Bypass Graft
Assessment showed pump; CABG signified presence of revascularization.,CABG,Coronary Artery Bypass Graft
CABG related findings such as graft plus pump were documented.,CABG,Coronary Artery Bypass Graft
Clinicians discussed revascularization and pump when referring to CABG.,CABG,Coronary Artery Bypass Graft
Clinicians discussed sternotomy and graft when referring to CABG.,CABG,Coronary Artery Bypass Graft
